id;ideology;ideology_source;ideology_year
134;kralovstvi;manual_dataset;2024
135;kralovstvi;manual_dataset;2024
136;kralovstvi;manual_dataset;2024
137;kralovstvi;manual_dataset;2024
138;kralovstvi;manual_dataset;2024
139;kralovstvi;manual_dataset;2024
140;kralovstvi;manual_dataset;2024
141;kralovstvi;manual_dataset;2024
142;kralovstvi;manual_dataset;2024
143;kralovstvi;manual_dataset;2024
144;kralovstvi;manual_dataset;2024
145;kralovstvi;manual_dataset;2024
146;kralovstvi;manual_dataset;2024
147;kralovstvi;manual_dataset;2024
148;kralovstvi;manual_dataset;2024
149;kralovstvi;manual_dataset;2024
150;kralovstvi;manual_dataset;2024
151;kralovstvi;manual_dataset;2024
152;kralovstvi;manual_dataset;2024
153;kralovstvi;manual_dataset;2024
154;kralovstvi;manual_dataset;2024
155;kralovstvi;manual_dataset;2024
156;kralovstvi;manual_dataset;2024
157;kralovstvi;manual_dataset;2024
158;kralovstvi;manual_dataset;2024
159;kralovstvi;manual_dataset;2024
160;kralovstvi;manual_dataset;2024
161;kralovstvi;manual_dataset;2024
162;kralovstvi;manual_dataset;2024
163;kralovstvi;manual_dataset;2024
164;kralovstvi;manual_dataset;2024
165;kralovstvi;manual_dataset;2024
166;kralovstvi;manual_dataset;2024
167;kralovstvi;manual_dataset;2024
168;kralovstvi;manual_dataset;2024
169;kralovstvi;manual_dataset;2024
170;kralovstvi;manual_dataset;2024
171;kralovstvi;manual_dataset;2024
172;kralovstvi;manual_dataset;2024
173;kralovstvi;manual_dataset;2024
174;kralovstvi;manual_dataset;2024
175;kralovstvi;manual_dataset;2024
176;kralovstvi;manual_dataset;2024
177;demokracie;manual_dataset;2024
178;demokracie;manual_dataset;2024
179;demokracie;manual_dataset;2024
180;demokracie;manual_dataset;2024
181;demokracie;manual_dataset;2024
182;demokracie;manual_dataset;2024
183;demokracie;manual_dataset;2024
184;demokracie;manual_dataset;2024
185;demokracie;manual_dataset;2024
186;demokracie;manual_dataset;2024
187;demokracie;manual_dataset;2024
188;demokracie;manual_dataset;2024
189;demokracie;manual_dataset;2024
190;demokracie;manual_dataset;2024
191;demokracie;manual_dataset;2024
192;demokracie;manual_dataset;2024
193;demokracie;manual_dataset;2024
194;demokracie;manual_dataset;2024
195;demokracie;manual_dataset;2024
196;demokracie;manual_dataset;2024
197;demokracie;manual_dataset;2024
198;demokracie;manual_dataset;2024
199;demokracie;manual_dataset;2024
200;demokracie;manual_dataset;2024
201;demokracie;manual_dataset;2024
202;demokracie;manual_dataset;2024
203;demokracie;manual_dataset;2024
204;demokracie;manual_dataset;2024
205;demokracie;manual_dataset;2024
206;demokracie;manual_dataset;2024
207;demokracie;manual_dataset;2024
208;demokracie;manual_dataset;2024
209;demokracie;manual_dataset;2024
210;demokracie;manual_dataset;2024
211;demokracie;manual_dataset;2024
212;demokracie;manual_dataset;2024
213;demokracie;manual_dataset;2024
214;demokracie;manual_dataset;2024
215;demokracie;manual_dataset;2024
216;demokracie;manual_dataset;2024
217;demokracie;manual_dataset;2024
218;demokracie;manual_dataset;2024
219;demokracie;manual_dataset;2024
220;demokracie;manual_dataset;2024
221;demokracie;manual_dataset;2024
222;demokracie;manual_dataset;2024
223;demokracie;manual_dataset;2024
224;demokracie;manual_dataset;2024
225;demokracie;manual_dataset;2024
226;demokracie;manual_dataset;2024
227;demokracie;manual_dataset;2024
228;demokracie;manual_dataset;2024
229;demokracie;manual_dataset;2024
230;demokracie;manual_dataset;2024
231;demokracie;manual_dataset;2024
232;demokracie;manual_dataset;2024
233;demokracie;manual_dataset;2024
234;demokracie;manual_dataset;2024
235;demokracie;manual_dataset;2024
236;demokracie;manual_dataset;2024
237;demokracie;manual_dataset;2024
238;demokracie;manual_dataset;2024
239;demokracie;manual_dataset;2024
240;demokracie;manual_dataset;2024
241;demokracie;manual_dataset;2024
242;demokracie;manual_dataset;2024
243;demokracie;manual_dataset;2024
244;demokracie;manual_dataset;2024
245;demokracie;manual_dataset;2024
246;demokracie;manual_dataset;2024
247;demokracie;manual_dataset;2024
248;demokracie;manual_dataset;2024
249;demokracie;manual_dataset;2024
250;demokracie;manual_dataset;2024
251;demokracie;manual_dataset;2024
252;demokracie;manual_dataset;2024
253;demokracie;manual_dataset;2024
254;demokracie;manual_dataset;2024
255;demokracie;manual_dataset;2024
256;demokracie;manual_dataset;2024
257;demokracie;manual_dataset;2024
258;demokracie;manual_dataset;2024
259;demokracie;manual_dataset;2024
260;demokracie;manual_dataset;2024
261;demokracie;manual_dataset;2024
262;demokracie;manual_dataset;2024
263;demokracie;manual_dataset;2024
264;demokracie;manual_dataset;2024
265;demokracie;manual_dataset;2024
266;demokracie;manual_dataset;2024
267;demokracie;manual_dataset;2024
268;demokracie;manual_dataset;2024
269;demokracie;manual_dataset;2024
270;demokracie;manual_dataset;2024
271;demokracie;manual_dataset;2024
272;demokracie;manual_dataset;2024
273;demokracie;manual_dataset;2024
274;demokracie;manual_dataset;2024
275;demokracie;manual_dataset;2024
276;demokracie;manual_dataset;2024
277;demokracie;manual_dataset;2024
278;demokracie;manual_dataset;2024
279;demokracie;manual_dataset;2024
280;demokracie;manual_dataset;2024
281;demokracie;manual_dataset;2024
282;demokracie;manual_dataset;2024
283;demokracie;manual_dataset;2024
284;demokracie;manual_dataset;2024
285;demokracie;manual_dataset;2024
286;demokracie;manual_dataset;2024
287;demokracie;manual_dataset;2024
288;demokracie;manual_dataset;2024
289;demokracie;manual_dataset;2024
290;demokracie;manual_dataset;2024
291;demokracie;manual_dataset;2024
292;demokracie;manual_dataset;2024
293;demokracie;manual_dataset;2024
294;demokracie;manual_dataset;2024
295;demokracie;manual_dataset;2024
296;demokracie;manual_dataset;2024
297;demokracie;manual_dataset;2024
298;demokracie;manual_dataset;2024
299;demokracie;manual_dataset;2024
300;demokracie;manual_dataset;2024
301;kralovstvi;manual_dataset;2024
302;kralovstvi;manual_dataset;2024
303;kralovstvi;manual_dataset;2024
304;kralovstvi;manual_dataset;2024
305;kralovstvi;manual_dataset;2024
306;kralovstvi;manual_dataset;2024
307;kralovstvi;manual_dataset;2024
308;kralovstvi;manual_dataset;2024
309;kralovstvi;manual_dataset;2024
310;kralovstvi;manual_dataset;2024
311;kralovstvi;manual_dataset;2024
312;kralovstvi;manual_dataset;2024
313;kralovstvi;manual_dataset;2024
314;kralovstvi;manual_dataset;2024
315;kralovstvi;manual_dataset;2024
316;kralovstvi;manual_dataset;2024
317;kralovstvi;manual_dataset;2024
318;kralovstvi;manual_dataset;2024
319;kralovstvi;manual_dataset;2024
320;kralovstvi;manual_dataset;2024
321;kralovstvi;manual_dataset;2024
322;kralovstvi;manual_dataset;2024
323;kralovstvi;manual_dataset;2024
324;kralovstvi;manual_dataset;2024
325;kralovstvi;manual_dataset;2024
326;kralovstvi;manual_dataset;2024
327;kralovstvi;manual_dataset;2024
328;kralovstvi;manual_dataset;2024
329;kralovstvi;manual_dataset;2024
330;kralovstvi;manual_dataset;2024
331;kralovstvi;manual_dataset;2024
332;kralovstvi;manual_dataset;2024
333;kralovstvi;manual_dataset;2024
334;kralovstvi;manual_dataset;2024
335;kralovstvi;manual_dataset;2024
336;kralovstvi;manual_dataset;2024
337;kralovstvi;manual_dataset;2024
338;kralovstvi;manual_dataset;2024
339;kralovstvi;manual_dataset;2024
340;kralovstvi;manual_dataset;2024
341;kralovstvi;manual_dataset;2024
342;kralovstvi;manual_dataset;2024
343;kralovstvi;manual_dataset;2024
344;kralovstvi;manual_dataset;2024
345;kralovstvi;manual_dataset;2024
346;kralovstvi;manual_dataset;2024
347;kralovstvi;manual_dataset;2024
348;kralovstvi;manual_dataset;2024
349;kralovstvi;manual_dataset;2024
350;kralovstvi;manual_dataset;2024
351;kralovstvi;manual_dataset;2024
352;kralovstvi;manual_dataset;2024
353;kralovstvi;manual_dataset;2024
354;kralovstvi;manual_dataset;2024
355;kralovstvi;manual_dataset;2024
356;kralovstvi;manual_dataset;2024
357;kralovstvi;manual_dataset;2024
358;kralovstvi;manual_dataset;2024
359;kralovstvi;manual_dataset;2024
360;kralovstvi;manual_dataset;2024
361;kralovstvi;manual_dataset;2024
362;demokracie;manual_dataset;2024
363;demokracie;manual_dataset;2024
364;demokracie;manual_dataset;2024
365;demokracie;manual_dataset;2024
366;demokracie;manual_dataset;2024
367;demokracie;manual_dataset;2024
368;demokracie;manual_dataset;2024
369;demokracie;manual_dataset;2024
370;demokracie;manual_dataset;2024
371;demokracie;manual_dataset;2024
372;demokracie;manual_dataset;2024
373;demokracie;manual_dataset;2024
374;demokracie;manual_dataset;2024
375;demokracie;manual_dataset;2024
376;demokracie;manual_dataset;2024
377;demokracie;manual_dataset;2024
378;demokracie;manual_dataset;2024
379;demokracie;manual_dataset;2024
380;demokracie;manual_dataset;2024
381;demokracie;manual_dataset;2024
382;demokracie;manual_dataset;2024
383;demokracie;manual_dataset;2024
384;demokracie;manual_dataset;2024
385;demokracie;manual_dataset;2024
386;demokracie;manual_dataset;2024
387;demokracie;manual_dataset;2024
388;demokracie;manual_dataset;2024
389;demokracie;manual_dataset;2024
390;demokracie;manual_dataset;2024
391;demokracie;manual_dataset;2024
392;demokracie;manual_dataset;2024
393;demokracie;manual_dataset;2024
394;demokracie;manual_dataset;2024
395;demokracie;manual_dataset;2024
396;demokracie;manual_dataset;2024
397;demokracie;manual_dataset;2024
398;demokracie;manual_dataset;2024
399;demokracie;manual_dataset;2024
400;demokracie;manual_dataset;2024
401;demokracie;manual_dataset;2024
402;demokracie;manual_dataset;2024
403;demokracie;manual_dataset;2024
404;demokracie;manual_dataset;2024
405;demokracie;manual_dataset;2024
406;demokracie;manual_dataset;2024
407;demokracie;manual_dataset;2024
408;demokracie;manual_dataset;2024
409;demokracie;manual_dataset;2024
410;demokracie;manual_dataset;2024
411;demokracie;manual_dataset;2024
412;demokracie;manual_dataset;2024
413;demokracie;manual_dataset;2024
414;demokracie;manual_dataset;2024
415;demokracie;manual_dataset;2024
416;demokracie;manual_dataset;2024
417;demokracie;manual_dataset;2024
418;demokracie;manual_dataset;2024
419;demokracie;manual_dataset;2024
420;demokracie;manual_dataset;2024
421;demokracie;manual_dataset;2024
422;demokracie;manual_dataset;2024
423;demokracie;manual_dataset;2024
424;demokracie;manual_dataset;2024
425;demokracie;manual_dataset;2024
426;demokracie;manual_dataset;2024
427;demokracie;manual_dataset;2024
428;demokracie;manual_dataset;2024
429;demokracie;manual_dataset;2024
430;demokracie;manual_dataset;2024
431;demokracie;manual_dataset;2024
432;demokracie;manual_dataset;2024
433;demokracie;manual_dataset;2024
434;demokracie;manual_dataset;2024
435;demokracie;manual_dataset;2024
436;demokracie;manual_dataset;2024
437;demokracie;manual_dataset;2024
438;demokracie;manual_dataset;2024
439;demokracie;manual_dataset;2024
440;demokracie;manual_dataset;2024
441;demokracie;manual_dataset;2024
442;demokracie;manual_dataset;2024
443;demokracie;manual_dataset;2024
444;demokracie;manual_dataset;2024
445;demokracie;manual_dataset;2024
446;demokracie;manual_dataset;2024
447;demokracie;manual_dataset;2024
448;demokracie;manual_dataset;2024
449;demokracie;manual_dataset;2024
450;demokracie;manual_dataset;2024
451;demokracie;manual_dataset;2024
452;demokracie;manual_dataset;2024
453;demokracie;manual_dataset;2024
454;demokracie;manual_dataset;2024
455;demokracie;manual_dataset;2024
456;demokracie;manual_dataset;2024
457;demokracie;manual_dataset;2024
458;demokracie;manual_dataset;2024
459;demokracie;manual_dataset;2024
460;demokracie;manual_dataset;2024
461;demokracie;manual_dataset;2024
462;demokracie;manual_dataset;2024
463;demokracie;manual_dataset;2024
464;demokracie;manual_dataset;2024
465;demokracie;manual_dataset;2024
466;demokracie;manual_dataset;2024
467;demokracie;manual_dataset;2024
468;demokracie;manual_dataset;2024
469;demokracie;manual_dataset;2024
470;demokracie;manual_dataset;2024
471;demokracie;manual_dataset;2024
472;demokracie;manual_dataset;2024
473;demokracie;manual_dataset;2024
474;demokracie;manual_dataset;2024
475;demokracie;manual_dataset;2024
476;demokracie;manual_dataset;2024
477;demokracie;manual_dataset;2024
478;demokracie;manual_dataset;2024
479;demokracie;manual_dataset;2024
480;demokracie;manual_dataset;2024
481;demokracie;manual_dataset;2024
482;demokracie;manual_dataset;2024
483;demokracie;manual_dataset;2024
484;demokracie;manual_dataset;2024
485;demokracie;manual_dataset;2024
486;demokracie;manual_dataset;2024
487;demokracie;manual_dataset;2024
488;demokracie;manual_dataset;2024
489;demokracie;manual_dataset;2024
490;demokracie;manual_dataset;2024
491;demokracie;manual_dataset;2024
492;demokracie;manual_dataset;2024
493;demokracie;manual_dataset;2024
494;demokracie;manual_dataset;2024
495;demokracie;manual_dataset;2024
496;demokracie;manual_dataset;2024
497;demokracie;manual_dataset;2024
498;demokracie;manual_dataset;2024
499;demokracie;manual_dataset;2024
500;demokracie;manual_dataset;2024
501;demokracie;manual_dataset;2024
502;demokracie;manual_dataset;2024
503;demokracie;manual_dataset;2024
504;demokracie;manual_dataset;2024
505;demokracie;manual_dataset;2024
506;demokracie;manual_dataset;2024
507;demokracie;manual_dataset;2024
508;demokracie;manual_dataset;2024
509;demokracie;manual_dataset;2024
510;demokracie;manual_dataset;2024
511;demokracie;manual_dataset;2024
512;demokracie;manual_dataset;2024
513;demokracie;manual_dataset;2024
514;demokracie;manual_dataset;2024
515;demokracie;manual_dataset;2024
516;demokracie;manual_dataset;2024
517;demokracie;manual_dataset;2024
518;demokracie;manual_dataset;2024
519;demokracie;manual_dataset;2024
520;demokracie;manual_dataset;2024
521;demokracie;manual_dataset;2024
522;demokracie;manual_dataset;2024
523;demokracie;manual_dataset;2024
524;demokracie;manual_dataset;2024
525;demokracie;manual_dataset;2024
526;demokracie;manual_dataset;2024
527;demokracie;manual_dataset;2024
528;demokracie;manual_dataset;2024
529;demokracie;manual_dataset;2024
530;demokracie;manual_dataset;2024
531;demokracie;manual_dataset;2024
532;demokracie;manual_dataset;2024
533;demokracie;manual_dataset;2024
534;demokracie;manual_dataset;2024
535;demokracie;manual_dataset;2024
536;demokracie;manual_dataset;2024
537;demokracie;manual_dataset;2024
538;demokracie;manual_dataset;2024
539;demokracie;manual_dataset;2024
540;demokracie;manual_dataset;2024
541;demokracie;manual_dataset;2024
542;demokracie;manual_dataset;2024
543;demokracie;manual_dataset;2024
544;demokracie;manual_dataset;2024
545;demokracie;manual_dataset;2024
546;demokracie;manual_dataset;2024
547;demokracie;manual_dataset;2024
548;demokracie;manual_dataset;2024
549;demokracie;manual_dataset;2024
550;demokracie;manual_dataset;2024
551;demokracie;manual_dataset;2024
552;demokracie;manual_dataset;2024
553;kralovstvi;manual_dataset;2024
554;demokracie;manual_dataset;2024
555;demokracie;manual_dataset;2024
556;demokracie;manual_dataset;2024
557;demokracie;manual_dataset;2024
558;demokracie;manual_dataset;2024
559;demokracie;manual_dataset;2024
560;demokracie;manual_dataset;2024
561;demokracie;manual_dataset;2024
562;demokracie;manual_dataset;2024
563;demokracie;manual_dataset;2024
564;kralovstvi;manual_dataset;2024
565;demokracie;manual_dataset;2024
566;demokracie;manual_dataset;2024
567;demokracie;manual_dataset;2024
568;demokracie;manual_dataset;2024
569;demokracie;manual_dataset;2024
570;demokracie;manual_dataset;2024
571;demokracie;manual_dataset;2024
572;demokracie;manual_dataset;2024
573;demokracie;manual_dataset;2024
574;demokracie;manual_dataset;2024
575;demokracie;manual_dataset;2024
576;demokracie;manual_dataset;2024
577;demokracie;manual_dataset;2024
578;demokracie;manual_dataset;2024
579;demokracie;manual_dataset;2024
580;demokracie;manual_dataset;2024
581;demokracie;manual_dataset;2024
582;demokracie;manual_dataset;2024
583;demokracie;manual_dataset;2024
584;demokracie;manual_dataset;2024
585;demokracie;manual_dataset;2024
586;demokracie;manual_dataset;2024
587;demokracie;manual_dataset;2024
588;demokracie;manual_dataset;2024
589;demokracie;manual_dataset;2024
590;demokracie;manual_dataset;2024
591;demokracie;manual_dataset;2024
592;demokracie;manual_dataset;2024
593;demokracie;manual_dataset;2024
594;demokracie;manual_dataset;2024
595;demokracie;manual_dataset;2024
596;demokracie;manual_dataset;2024
597;demokracie;manual_dataset;2024
598;demokracie;manual_dataset;2024
599;demokracie;manual_dataset;2024
600;demokracie;manual_dataset;2024
601;demokracie;manual_dataset;2024
602;demokracie;manual_dataset;2024
603;demokracie;manual_dataset;2024
604;demokracie;manual_dataset;2024
605;demokracie;manual_dataset;2024
606;demokracie;manual_dataset;2024
607;demokracie;manual_dataset;2024
608;demokracie;manual_dataset;2024
609;demokracie;manual_dataset;2024
610;demokracie;manual_dataset;2024
611;kralovstvi;manual_dataset;2024
612;kralovstvi;manual_dataset;2024
613;kralovstvi;manual_dataset;2024
614;kralovstvi;manual_dataset;2024
615;kralovstvi;manual_dataset;2024
616;kralovstvi;manual_dataset;2024
617;kralovstvi;manual_dataset;2024
618;kralovstvi;manual_dataset;2024
619;kralovstvi;manual_dataset;2024
620;kralovstvi;manual_dataset;2024
621;kralovstvi;manual_dataset;2024
622;kralovstvi;manual_dataset;2024
623;kralovstvi;manual_dataset;2024
624;kralovstvi;manual_dataset;2024
625;kralovstvi;manual_dataset;2024
626;kralovstvi;manual_dataset;2024
627;kralovstvi;manual_dataset;2024
628;kralovstvi;manual_dataset;2024
629;kralovstvi;manual_dataset;2024
630;kralovstvi;manual_dataset;2024
631;kralovstvi;manual_dataset;2024
632;kralovstvi;manual_dataset;2024
633;kralovstvi;manual_dataset;2024
634;kralovstvi;manual_dataset;2024
635;kralovstvi;manual_dataset;2024
636;kralovstvi;manual_dataset;2024
637;kralovstvi;manual_dataset;2024
638;kralovstvi;manual_dataset;2024
639;kralovstvi;manual_dataset;2024
640;kralovstvi;manual_dataset;2024
641;kralovstvi;manual_dataset;2024
642;demokracie;manual_dataset;2024
643;demokracie;manual_dataset;2024
644;demokracie;manual_dataset;2024
645;demokracie;manual_dataset;2024
646;demokracie;manual_dataset;2024
647;demokracie;manual_dataset;2024
648;demokracie;manual_dataset;2024
649;demokracie;manual_dataset;2024
650;demokracie;manual_dataset;2024
651;demokracie;manual_dataset;2024
652;demokracie;manual_dataset;2024
653;demokracie;manual_dataset;2024
654;demokracie;manual_dataset;2024
655;demokracie;manual_dataset;2024
656;demokracie;manual_dataset;2024
657;demokracie;manual_dataset;2024
658;demokracie;manual_dataset;2024
659;demokracie;manual_dataset;2024
660;demokracie;manual_dataset;2024
661;demokracie;manual_dataset;2024
662;demokracie;manual_dataset;2024
663;demokracie;manual_dataset;2024
664;demokracie;manual_dataset;2024
665;demokracie;manual_dataset;2024
666;demokracie;manual_dataset;2024
667;demokracie;manual_dataset;2024
668;demokracie;manual_dataset;2024
669;demokracie;manual_dataset;2024
670;demokracie;manual_dataset;2024
671;demokracie;manual_dataset;2024
672;demokracie;manual_dataset;2024
673;demokracie;manual_dataset;2024
674;demokracie;manual_dataset;2024
675;demokracie;manual_dataset;2024
676;demokracie;manual_dataset;2024
677;demokracie;manual_dataset;2024
678;demokracie;manual_dataset;2024
679;demokracie;manual_dataset;2024
680;demokracie;manual_dataset;2024
681;demokracie;manual_dataset;2024
682;demokracie;manual_dataset;2024
683;demokracie;manual_dataset;2024
684;demokracie;manual_dataset;2024
685;demokracie;manual_dataset;2024
686;demokracie;manual_dataset;2024
687;demokracie;manual_dataset;2024
688;demokracie;manual_dataset;2024
689;demokracie;manual_dataset;2024
690;demokracie;manual_dataset;2024
691;demokracie;manual_dataset;2024
692;demokracie;manual_dataset;2024
693;demokracie;manual_dataset;2024
694;demokracie;manual_dataset;2024
695;demokracie;manual_dataset;2024
696;demokracie;manual_dataset;2024
697;demokracie;manual_dataset;2024
698;demokracie;manual_dataset;2024
699;demokracie;manual_dataset;2024
700;demokracie;manual_dataset;2024
701;demokracie;manual_dataset;2024
702;demokracie;manual_dataset;2024
703;demokracie;manual_dataset;2024
704;demokracie;manual_dataset;2024
705;demokracie;manual_dataset;2024
706;demokracie;manual_dataset;2024
707;demokracie;manual_dataset;2024
708;demokracie;manual_dataset;2024
709;demokracie;manual_dataset;2024
710;demokracie;manual_dataset;2024
711;demokracie;manual_dataset;2024
712;demokracie;manual_dataset;2024
713;demokracie;manual_dataset;2024
714;demokracie;manual_dataset;2024
715;demokracie;manual_dataset;2024
716;demokracie;manual_dataset;2024
717;demokracie;manual_dataset;2024
718;autokracie;manual_dataset;2024
719;autokracie;manual_dataset;2024
720;autokracie;manual_dataset;2024
721;autokracie;manual_dataset;2024
722;autokracie;manual_dataset;2024
723;autokracie;manual_dataset;2024
724;autokracie;manual_dataset;2024
725;autokracie;manual_dataset;2024
726;autokracie;manual_dataset;2024
727;autokracie;manual_dataset;2024
728;autokracie;manual_dataset;2024
729;autokracie;manual_dataset;2024
730;autokracie;manual_dataset;2024
731;autokracie;manual_dataset;2024
732;autokracie;manual_dataset;2024
733;autokracie;manual_dataset;2024
734;autokracie;manual_dataset;2024
735;autokracie;manual_dataset;2024
736;autokracie;manual_dataset;2024
737;autokracie;manual_dataset;2024
738;autokracie;manual_dataset;2024
739;autokracie;manual_dataset;2024
740;autokracie;manual_dataset;2024
741;autokracie;manual_dataset;2024
742;autokracie;manual_dataset;2024
743;autokracie;manual_dataset;2024
744;autokracie;manual_dataset;2024
745;autokracie;manual_dataset;2024
746;autokracie;manual_dataset;2024
747;autokracie;manual_dataset;2024
748;autokracie;manual_dataset;2024
749;autokracie;manual_dataset;2024
750;autokracie;manual_dataset;2024
751;autokracie;manual_dataset;2024
752;autokracie;manual_dataset;2024
753;autokracie;manual_dataset;2024
754;autokracie;manual_dataset;2024
755;autokracie;manual_dataset;2024
756;autokracie;manual_dataset;2024
757;autokracie;manual_dataset;2024
758;autokracie;manual_dataset;2024
759;autokracie;manual_dataset;2024
760;autokracie;manual_dataset;2024
761;autokracie;manual_dataset;2024
762;autokracie;manual_dataset;2024
763;autokracie;manual_dataset;2024
764;autokracie;manual_dataset;2024
765;autokracie;manual_dataset;2024
766;autokracie;manual_dataset;2024
767;autokracie;manual_dataset;2024
768;autokracie;manual_dataset;2024
769;autokracie;manual_dataset;2024
770;autokracie;manual_dataset;2024
771;demokracie;manual_dataset;2024
772;demokracie;manual_dataset;2024
773;demokracie;manual_dataset;2024
774;demokracie;manual_dataset;2024
775;demokracie;manual_dataset;2024
776;demokracie;manual_dataset;2024
777;demokracie;manual_dataset;2024
778;demokracie;manual_dataset;2024
779;demokracie;manual_dataset;2024
780;demokracie;manual_dataset;2024
781;demokracie;manual_dataset;2024
782;demokracie;manual_dataset;2024
783;demokracie;manual_dataset;2024
784;demokracie;manual_dataset;2024
785;demokracie;manual_dataset;2024
786;demokracie;manual_dataset;2024
787;demokracie;manual_dataset;2024
788;demokracie;manual_dataset;2024
789;demokracie;manual_dataset;2024
790;demokracie;manual_dataset;2024
791;demokracie;manual_dataset;2024
792;demokracie;manual_dataset;2024
793;demokracie;manual_dataset;2024
794;demokracie;manual_dataset;2024
795;demokracie;manual_dataset;2024
796;demokracie;manual_dataset;2024
797;demokracie;manual_dataset;2024
798;demokracie;manual_dataset;2024
799;demokracie;manual_dataset;2024
800;demokracie;manual_dataset;2024
801;demokracie;manual_dataset;2024
