country_a;country_b;relationship_score;is_border;same_ideology;gdp_pc_ratio;relationship_source;relationship_year
AUT;SMR;30.00;0;1;1.064534;heuristic_border_ideology_gdp;
AUT;SRB;15.00;0;1;3.887747;heuristic_border_ideology_gdp;
AUT;SVK;50.00;1;1;2.137965;heuristic_border_ideology_gdp;
AUT;SVN;50.00;1;1;1.632721;heuristic_border_ideology_gdp;
AUT;SWE;-35.00;0;0;1.021308;heuristic_border_ideology_gdp;
AUT;TUR;-50.00;0;0;3.573711;heuristic_border_ideology_gdp;
AUT;UKR;5.00;0;1;10.896014;heuristic_border_ideology_gdp;
BEL;BGR;-40.00;0;0;2.916256;heuristic_border_ideology_gdp;
BEL;BIH;-50.00;0;0;5.707245;heuristic_border_ideology_gdp;
BEL;BLR;-60.00;0;0;6.506607;heuristic_border_ideology_gdp;
BEL;CHE;-40.00;0;0;1.862383;heuristic_border_ideology_gdp;
BEL;CYP;-40.00;0;0;1.880005;heuristic_border_ideology_gdp;
BEL;CZE;-40.00;0;0;1.682811;heuristic_border_ideology_gdp;
BEL;DEU;0.00;1;0;1.022495;heuristic_border_ideology_gdp;
BEL;DNK;30.00;0;1;1.302859;heuristic_border_ideology_gdp;
BEL;ESP;25.00;0;1;1.532841;heuristic_border_ideology_gdp;
BEL;EST;-40.00;0;0;1.728541;heuristic_border_ideology_gdp;
BEL;FIN;-35.00;0;0;1.076717;heuristic_border_ideology_gdp;
BEL;FRA;0.00;1;0;1.237814;heuristic_border_ideology_gdp;
BEL;GBR;30.00;0;1;1.040876;heuristic_border_ideology_gdp;
BEL;GEO;-50.00;0;0;5.976690;heuristic_border_ideology_gdp;
BEL;GRC;-40.00;0;0;2.197078;heuristic_border_ideology_gdp;
BEL;HRV;-40.00;0;0;2.191364;heuristic_border_ideology_gdp;
BEL;HUN;-40.00;0;0;2.285516;heuristic_border_ideology_gdp;
BEL;IRL;-40.00;0;0;2.181321;heuristic_border_ideology_gdp;
BEL;ISL;-40.00;0;0;1.773521;heuristic_border_ideology_gdp;
BEL;ITA;-35.00;0;0;1.404011;heuristic_border_ideology_gdp;
BEL;KOS;-60.00;0;0;10.845917;heuristic_border_ideology_gdp;
BEL;LIE;25.00;0;1;2.857248;heuristic_border_ideology_gdp;
BEL;LTU;-40.00;0;0;1.771904;heuristic_border_ideology_gdp;
BEL;LUX;50.00;1;1;2.497543;heuristic_border_ideology_gdp;
BEL;LVA;-40.00;0;0;2.303875;heuristic_border_ideology_gdp;
BEL;MDA;-60.00;0;0;8.492767;heuristic_border_ideology_gdp;
BEL;MKD;-60.00;0;0;7.612898;heuristic_border_ideology_gdp;
BEL;MLT;-40.00;0;0;1.585172;heuristic_border_ideology_gdp;
BEL;MNE;-50.00;0;0;4.952427;heuristic_border_ideology_gdp;
BEL;NLD;55.00;1;1;1.225877;heuristic_border_ideology_gdp;
BEL;NOR;25.00;0;1;1.532399;heuristic_border_ideology_gdp;
BEL;POL;-40.00;0;0;2.123458;heuristic_border_ideology_gdp;
BEL;PRT;-40.00;0;0;1.872589;heuristic_border_ideology_gdp;
BEL;ROU;-40.00;0;0;2.751045;heuristic_border_ideology_gdp;
BEL;RUS;-50.00;0;0;3.695394;heuristic_border_ideology_gdp;
BEL;SMR;-35.00;0;0;1.091564;heuristic_border_ideology_gdp;
BEL;SRB;-50.00;0;0;3.791475;heuristic_border_ideology_gdp;
BEL;SVK;-40.00;0;0;2.085023;heuristic_border_ideology_gdp;
BEL;SVN;-40.00;0;0;1.592290;heuristic_border_ideology_gdp;
BEL;SWE;30.00;0;1;1.047241;heuristic_border_ideology_gdp;
BEL;TUR;-50.00;0;0;3.485216;heuristic_border_ideology_gdp;
BEL;UKR;-60.00;0;0;10.626198;heuristic_border_ideology_gdp;
BGR;BIH;25.00;0;1;1.957045;heuristic_border_ideology_gdp;
BGR;BLR;-40.00;0;0;2.231151;heuristic_border_ideology_gdp;
BGR;CHE;15.00;0;1;5.431185;heuristic_border_ideology_gdp;
BGR;CYP;25.00;0;1;1.551196;heuristic_border_ideology_gdp;
BGR;CZE;25.00;0;1;1.732967;heuristic_border_ideology_gdp;
BGR;DEU;25.00;0;1;2.852097;heuristic_border_ideology_gdp;
BGR;DNK;-50.00;0;0;3.799469;heuristic_border_ideology_gdp;
BGR;ESP;-40.00;0;0;1.902516;heuristic_border_ideology_gdp;
BGR;EST;25.00;0;1;1.687119;heuristic_border_ideology_gdp;
BGR;FIN;25.00;0;1;2.708471;heuristic_border_ideology_gdp;
BGR;FRA;25.00;0;1;2.355973;heuristic_border_ideology_gdp;
BGR;GBR;-40.00;0;0;2.801731;heuristic_border_ideology_gdp;
BGR;GEO;25.00;0;1;2.049439;heuristic_border_ideology_gdp;
BGR;GRC;55.00;1;1;1.327334;heuristic_border_ideology_gdp;
BGR;HRV;30.00;0;1;1.330795;heuristic_border_ideology_gdp;
BGR;HUN;30.00;0;1;1.275973;heuristic_border_ideology_gdp;
BGR;IRL;5.00;0;1;6.361290;heuristic_border_ideology_gdp;
BGR;ISL;15.00;0;1;5.172040;heuristic_border_ideology_gdp;
BGR;ITA;25.00;0;1;2.077089;heuristic_border_ideology_gdp;
BGR;KOS;15.00;0;1;3.719124;heuristic_border_ideology_gdp;
BGR;LIE;-60.00;0;0;8.332466;heuristic_border_ideology_gdp;
BGR;LTU;25.00;0;1;1.645832;heuristic_border_ideology_gdp;
BGR;LUX;-60.00;0;0;7.283473;heuristic_border_ideology_gdp;
BGR;LVA;30.00;0;1;1.265804;heuristic_border_ideology_gdp;
BGR;MDA;25.00;0;1;2.912216;heuristic_border_ideology_gdp;
BGR;MKD;50.00;1;1;2.610504;heuristic_border_ideology_gdp;
BGR;MLT;25.00;0;1;1.839709;heuristic_border_ideology_gdp;
BGR;MNE;25.00;0;1;1.698214;heuristic_border_ideology_gdp;
BGR;NLD;-50.00;0;0;3.574971;heuristic_border_ideology_gdp;
BGR;NOR;-50.00;0;0;4.468868;heuristic_border_ideology_gdp;
BGR;POL;30.00;0;1;1.373352;heuristic_border_ideology_gdp;
BGR;PRT;25.00;0;1;1.557339;heuristic_border_ideology_gdp;
BGR;ROU;55.00;1;1;1.060054;heuristic_border_ideology_gdp;
BGR;RUS;-35.00;0;0;1.267171;heuristic_border_ideology_gdp;
BGR;SMR;15.00;0;1;3.183279;heuristic_border_ideology_gdp;
BGR;SRB;55.00;1;1;1.300117;heuristic_border_ideology_gdp;
BGR;SVK;30.00;0;1;1.398669;heuristic_border_ideology_gdp;
BGR;SVN;25.00;0;1;1.831485;heuristic_border_ideology_gdp;
BGR;SWE;-50.00;0;0;3.054021;heuristic_border_ideology_gdp;
BGR;TUR;0.00;1;0;1.195099;heuristic_border_ideology_gdp;
BGR;UKR;15.00;0;1;3.643781;heuristic_border_ideology_gdp;
BIH;BLR;-35.00;0;0;1.140061;heuristic_border_ideology_gdp;
BIH;CHE;5.00;0;1;10.629074;heuristic_border_ideology_gdp;
BIH;CYP;15.00;0;1;3.035760;heuristic_border_ideology_gdp;
BIH;CZE;15.00;0;1;3.391494;heuristic_border_ideology_gdp;
BIH;DEU;15.00;0;1;5.581682;heuristic_border_ideology_gdp;
BIH;DNK;-60.00;0;0;7.435733;heuristic_border_ideology_gdp;
BIH;ESP;-50.00;0;0;3.723311;heuristic_border_ideology_gdp;
BIH;EST;15.00;0;1;3.301769;heuristic_border_ideology_gdp;
BIH;FIN;15.00;0;1;5.300601;heuristic_border_ideology_gdp;
BIH;FRA;15.00;0;1;4.610745;heuristic_border_ideology_gdp;
BIH;GBR;-50.00;0;0;5.483115;heuristic_border_ideology_gdp;
BIH;GEO;30.00;0;1;1.047211;heuristic_border_ideology_gdp;
BIH;GRC;25.00;0;1;2.597652;heuristic_border_ideology_gdp;
BIH;HRV;50.00;1;1;2.604426;heuristic_border_ideology_gdp;
BIH;HUN;25.00;0;1;2.497136;heuristic_border_ideology_gdp;
BIH;IRL;5.00;0;1;12.449333;heuristic_border_ideology_gdp;
BIH;ISL;5.00;0;1;10.121916;heuristic_border_ideology_gdp;
BIH;ITA;15.00;0;1;4.064957;heuristic_border_ideology_gdp;
BIH;KOS;25.00;0;1;1.900377;heuristic_border_ideology_gdp;
BIH;LIE;-60.00;0;0;16.307013;heuristic_border_ideology_gdp;
BIH;LTU;15.00;0;1;3.220967;heuristic_border_ideology_gdp;
BIH;LUX;-60.00;0;0;14.254086;heuristic_border_ideology_gdp;
BIH;LVA;25.00;0;1;2.477237;heuristic_border_ideology_gdp;
BIH;MDA;30.00;0;1;1.488068;heuristic_border_ideology_gdp;
BIH;MKD;30.00;0;1;1.333901;heuristic_border_ideology_gdp;
BIH;MLT;15.00;0;1;3.600393;heuristic_border_ideology_gdp;
BIH;MNE;55.00;1;1;1.152414;heuristic_border_ideology_gdp;
BIH;NLD;-60.00;0;0;6.996380;heuristic_border_ideology_gdp;
BIH;NOR;-60.00;0;0;8.745777;heuristic_border_ideology_gdp;
BIH;POL;25.00;0;1;2.687713;heuristic_border_ideology_gdp;
BIH;PRT;15.00;0;1;3.047783;heuristic_border_ideology_gdp;
BIH;ROU;25.00;0;1;2.074573;heuristic_border_ideology_gdp;
BIH;RUS;-40.00;0;0;1.544421;heuristic_border_ideology_gdp;
BIH;SMR;5.00;0;1;6.229821;heuristic_border_ideology_gdp;
BIH;SRB;50.00;1;1;1.505283;heuristic_border_ideology_gdp;
BIH;SVK;25.00;0;1;2.737258;heuristic_border_ideology_gdp;
BIH;SVN;15.00;0;1;3.584299;heuristic_border_ideology_gdp;
BIH;SWE;-50.00;0;0;5.976858;heuristic_border_ideology_gdp;
BIH;TUR;-40.00;0;0;1.637559;heuristic_border_ideology_gdp;
BIH;UKR;25.00;0;1;1.861879;heuristic_border_ideology_gdp;
BLR;CHE;-60.00;0;0;12.117792;heuristic_border_ideology_gdp;
BLR;CYP;-50.00;0;0;3.460952;heuristic_border_ideology_gdp;
BLR;CZE;-50.00;0;0;3.866511;heuristic_border_ideology_gdp;
BLR;DEU;-60.00;0;0;6.363458;heuristic_border_ideology_gdp;
BLR;DNK;-60.00;0;0;8.477189;heuristic_border_ideology_gdp;
BLR;ESP;-50.00;0;0;4.244801;heuristic_border_ideology_gdp;
BLR;EST;-50.00;0;0;3.764218;heuristic_border_ideology_gdp;
BLR;FIN;-60.00;0;0;6.043008;heuristic_border_ideology_gdp;
BLR;FRA;-50.00;0;0;5.256531;heuristic_border_ideology_gdp;
BLR;GBR;-60.00;0;0;6.251086;heuristic_border_ideology_gdp;
BLR;GEO;-35.00;0;0;1.088664;heuristic_border_ideology_gdp;
BLR;GRC;-40.00;0;0;2.961482;heuristic_border_ideology_gdp;
BLR;HRV;-40.00;0;0;2.969205;heuristic_border_ideology_gdp;
BLR;HUN;-40.00;0;0;2.846888;heuristic_border_ideology_gdp;
BLR;IRL;-60.00;0;0;14.192999;heuristic_border_ideology_gdp;
BLR;ISL;-60.00;0;0;11.539602;heuristic_border_ideology_gdp;
BLR;ITA;-50.00;0;0;4.634298;heuristic_border_ideology_gdp;
BLR;KOS;-40.00;0;0;1.666908;heuristic_border_ideology_gdp;
BLR;LIE;-60.00;0;0;18.590989;heuristic_border_ideology_gdp;
BLR;LTU;-15.00;1;0;3.672099;heuristic_border_ideology_gdp;
BLR;LUX;-60.00;0;0;16.250527;heuristic_border_ideology_gdp;
BLR;LVA;-5.00;1;0;2.824201;heuristic_border_ideology_gdp;
BLR;MDA;-35.00;0;0;1.305253;heuristic_border_ideology_gdp;
BLR;MKD;-35.00;0;0;1.170026;heuristic_border_ideology_gdp;
BLR;MLT;-50.00;0;0;4.104668;heuristic_border_ideology_gdp;
BLR;MNE;-35.00;0;0;1.313822;heuristic_border_ideology_gdp;
BLR;NLD;-60.00;0;0;7.976300;heuristic_border_ideology_gdp;
BLR;NOR;-60.00;0;0;9.970720;heuristic_border_ideology_gdp;
BLR;POL;-15.00;1;0;3.064156;heuristic_border_ideology_gdp;
BLR;PRT;-50.00;0;0;3.474658;heuristic_border_ideology_gdp;
BLR;ROU;-40.00;0;0;2.365140;heuristic_border_ideology_gdp;
BLR;RUS;50.00;1;1;1.760734;heuristic_border_ideology_gdp;
BLR;SMR;-60.00;0;0;7.102376;heuristic_border_ideology_gdp;
BLR;SRB;-40.00;0;0;1.716115;heuristic_border_ideology_gdp;
BLR;SVK;-50.00;0;0;3.120641;heuristic_border_ideology_gdp;
BLR;SVN;-50.00;0;0;4.086319;heuristic_border_ideology_gdp;
BLR;SWE;-60.00;0;0;6.813983;heuristic_border_ideology_gdp;
BLR;TUR;25.00;0;1;1.866917;heuristic_border_ideology_gdp;
BLR;UKR;-5.00;1;0;1.633140;heuristic_border_ideology_gdp;
CHE;CYP;15.00;0;1;3.501289;heuristic_border_ideology_gdp;
CHE;CZE;15.00;0;1;3.134038;heuristic_border_ideology_gdp;
CHE;DEU;50.00;1;1;1.904278;heuristic_border_ideology_gdp;
CHE;DNK;-35.00;0;0;1.429459;heuristic_border_ideology_gdp;
CHE;ESP;-40.00;0;0;2.854737;heuristic_border_ideology_gdp;
CHE;EST;15.00;0;1;3.219206;heuristic_border_ideology_gdp;
CHE;FIN;25.00;0;1;2.005258;heuristic_border_ideology_gdp;
CHE;FRA;50.00;1;1;2.305283;heuristic_border_ideology_gdp;
CHE;GBR;-40.00;0;0;1.938510;heuristic_border_ideology_gdp;
CHE;GEO;5.00;0;1;11.130884;heuristic_border_ideology_gdp;
CHE;GRC;15.00;0;1;4.091801;heuristic_border_ideology_gdp;
CHE;HRV;15.00;0;1;4.081158;heuristic_border_ideology_gdp;
CHE;HUN;15.00;0;1;4.256505;heuristic_border_ideology_gdp;
CHE;IRL;30.00;0;1;1.171253;heuristic_border_ideology_gdp;
CHE;ISL;30.00;0;1;1.050105;heuristic_border_ideology_gdp;
CHE;ITA;50.00;1;1;2.614806;heuristic_border_ideology_gdp;
CHE;KOS;5.00;0;1;20.199248;heuristic_border_ideology_gdp;
CHE;LIE;-5.00;1;0;1.534189;heuristic_border_ideology_gdp;
CHE;LTU;15.00;0;1;3.299963;heuristic_border_ideology_gdp;
CHE;LUX;-35.00;0;0;1.341047;heuristic_border_ideology_gdp;
CHE;LVA;15.00;0;1;4.290698;heuristic_border_ideology_gdp;
CHE;MDA;5.00;0;1;15.816782;heuristic_border_ideology_gdp;
CHE;MKD;5.00;0;1;14.178130;heuristic_border_ideology_gdp;
CHE;MLT;25.00;0;1;2.952198;heuristic_border_ideology_gdp;
CHE;MNE;5.00;0;1;9.223315;heuristic_border_ideology_gdp;
CHE;NLD;-40.00;0;0;1.519225;heuristic_border_ideology_gdp;
CHE;NOR;-35.00;0;0;1.215338;heuristic_border_ideology_gdp;
CHE;POL;15.00;0;1;3.954691;heuristic_border_ideology_gdp;
CHE;PRT;15.00;0;1;3.487478;heuristic_border_ideology_gdp;
CHE;ROU;15.00;0;1;5.123500;heuristic_border_ideology_gdp;
CHE;RUS;-60.00;0;0;6.882238;heuristic_border_ideology_gdp;
CHE;SMR;25.00;0;1;1.706160;heuristic_border_ideology_gdp;
