province_id;seed_population;source
224;4247905905;area_m2
225;4637121224;area_m2
226;3410407019;area_m2
227;5865660366;area_m2
228;5666633262;area_m2
229;4947970240;area_m2
230;6021653468;area_m2
231;5182255930;area_m2
232;5875489243;area_m2
233;6181145492;area_m2
234;6359954322;area_m2
235;9401232379;area_m2
236;10154632402;area_m2
237;6775841330;area_m2
238;6569547568;area_m2
239;6747704547;area_m2
240;6734298837;area_m2
241;6754868740;area_m2
242;7117416855;area_m2
243;6732765587;area_m2
244;6039894810;area_m2
245;5661920047;area_m2
246;6045688464;area_m2
247;6210270622;area_m2
248;6237017731;area_m2
249;6777360677;area_m2
250;4693038811;area_m2
251;3973294115;area_m2
252;6293378685;area_m2
253;5508507997;area_m2
254;5911130462;area_m2
255;3703509075;area_m2
256;5842471609;area_m2
257;7925506311;area_m2
258;6654545804;area_m2
259;8818151707;area_m2
260;5106547199;area_m2
261;6144995137;area_m2
262;6949070293;area_m2
263;6364815012;area_m2
264;5594794459;area_m2
265;5241500882;area_m2
266;6253866737;area_m2
267;3473334562;area_m2
268;6337188817;area_m2
269;8100686624;area_m2
270;9285184109;area_m2
271;3276877312;area_m2
272;5993699849;area_m2
273;5661871521;area_m2
274;4892818258;area_m2
275;7935435929;area_m2
276;7364997248;area_m2
277;6712484338;area_m2
278;7319564201;area_m2
279;6155498368;area_m2
280;1343626051;area_m2
281;2261470213;area_m2
282;5976977571;area_m2
283;7320052433;area_m2
284;5861448874;area_m2
285;5005755998;area_m2
286;5793782181;area_m2
287;5378794901;area_m2
288;5180465798;area_m2
289;6882877749;area_m2
290;8815308707;area_m2
291;5955266794;area_m2
292;6174991909;area_m2
293;5302893057;area_m2
294;8691978394;area_m2
295;6107740806;area_m2
296;6983944407;area_m2
297;7491085578;area_m2
298;1838520835;area_m2
299;6662112217;area_m2
300;8860901831;area_m2
301;4228038933;area_m2
302;1938752207;area_m2
303;6626885489;area_m2
304;5091195686;area_m2
305;5672625162;area_m2
306;3761655420;area_m2
307;8610227311;area_m2
308;5097870311;area_m2
309;6827178492;area_m2
310;6404539312;area_m2
311;2645723167;area_m2
312;3574375234;area_m2
313;10655883256;area_m2
314;2504359498;area_m2
315;2341392807;area_m2
316;6664119013;area_m2
317;5414220787;area_m2
318;3765459523;area_m2
319;4491260586;area_m2
320;4332007729;area_m2
321;1760006886;area_m2
322;1970826670;area_m2
323;5391480079;area_m2
324;2623880842;area_m2
325;6757254475;area_m2
326;3527081805;area_m2
327;3923975215;area_m2
328;2367857021;area_m2
329;1555565536;area_m2
330;1869791528;area_m2
331;3300263286;area_m2
332;1131606895;area_m2
333;3056759361;area_m2
334;1257692606;area_m2
335;7591105972;area_m2
336;26744968210;area_m2
337;2235111401;area_m2
338;6568161613;area_m2
339;2116095264;area_m2
340;5517009534;area_m2
341;1323318713;area_m2
342;2891350801;area_m2
343;1361949855;area_m2
344;1284294514;area_m2
345;1750717881;area_m2
346;1162326995;area_m2
347;1633143079;area_m2
348;3822785181;area_m2
349;2008516198;area_m2
350;2162946134;area_m2
351;2761074188;area_m2
352;2120891686;area_m2
353;1229948342;area_m2
354;2778130168;area_m2
355;3231649828;area_m2
356;1785986382;area_m2
357;2220416898;area_m2
358;2617114194;area_m2
359;1683009319;area_m2
360;3178344167;area_m2
361;8637867233;area_m2
362;7576655756;area_m2
363;5742877503;area_m2
364;5164986328;area_m2
365;6531901142;area_m2
366;2955730599;area_m2
367;1925759211;area_m2
368;6225649471;area_m2
369;9713814081;area_m2
370;8718892177;area_m2
371;19571067081;area_m2
372;14078337418;area_m2
373;14132896076;area_m2
374;15479010592;area_m2
375;3797852268;area_m2
376;15523852457;area_m2
377;10936427724;area_m2
378;8314671460;area_m2
379;5037990224;area_m2
380;3809524019;area_m2
381;2239083116;area_m2
382;2087041927;area_m2
383;2484434256;area_m2
384;3581691151;area_m2
385;2776110168;area_m2
386;1444874161;area_m2
387;5064101566;area_m2
388;1842587414;area_m2
389;3294182948;area_m2
390;6068290493;area_m2
391;2348346075;area_m2
392;4200877888;area_m2
393;1190083620;area_m2
394;1978488914;area_m2
395;2679374966;area_m2
396;3392545049;area_m2
397;1761752694;area_m2
398;3761990527;area_m2
399;2672645852;area_m2
400;2393117896;area_m2
401;5713691061;area_m2
402;6375522055;area_m2
403;6269239916;area_m2
404;3674830479;area_m2
405;4232409955;area_m2
406;3449155035;area_m2
407;8519036367;area_m2
408;3350913996;area_m2
409;6036749479;area_m2
410;4570746325;area_m2
411;7388007415;area_m2
412;2478491268;area_m2
413;2376098262;area_m2
414;7266739918;area_m2
415;5245586868;area_m2
416;4245428311;area_m2
417;5018930333;area_m2
418;3641562636;area_m2
419;3347819776;area_m2
420;4790880864;area_m2
421;1617828103;area_m2
422;1892143934;area_m2
423;2061244084;area_m2
424;2894462721;area_m2
425;3245370795;area_m2
426;2097124914;area_m2
427;1794198619;area_m2
428;7258089350;area_m2
429;4798753440;area_m2
430;2717465568;area_m2
431;3236049445;area_m2
432;6083958242;area_m2
433;5552330423;area_m2
434;1833982220;area_m2
435;2344709034;area_m2
436;1720370217;area_m2
437;1703895377;area_m2
438;2026280481;area_m2
439;1862085124;area_m2
440;1110104217;area_m2
441;2503530617;area_m2
442;2177563606;area_m2
443;2122647510;area_m2
444;21433352442;area_m2
445;26820104844;area_m2
446;9597716733;area_m2
447;9598862065;area_m2
448;12599208675;area_m2
449;22340872571;area_m2
450;4223463540;area_m2
451;2270332996;area_m2
452;1123426974;area_m2
453;2535440144;area_m2
454;3238378247;area_m2
455;7392351323;area_m2
456;1232465451;area_m2
457;6920918350;area_m2
458;6971928532;area_m2
459;3460006734;area_m2
460;3694852164;area_m2
461;5156340046;area_m2
462;2128290443;area_m2
463;2069594775;area_m2
464;1801506592;area_m2
465;2681245465;area_m2
466;1860928226;area_m2
467;2355211310;area_m2
468;2012250666;area_m2
469;2775063042;area_m2
470;2078918919;area_m2
471;1991550680;area_m2
472;1223813229;area_m2
473;2581073369;area_m2
474;2974460224;area_m2
475;6926917480;area_m2
476;1604465455;area_m2
477;3884335094;area_m2
478;1853219295;area_m2
479;2776907786;area_m2
480;2406932065;area_m2
481;3435392137;area_m2
482;6714517402;area_m2
483;1737762965;area_m2
484;2363910251;area_m2
485;3148090620;area_m2
486;1156517372;area_m2
487;6637777965;area_m2
488;4875358107;area_m2
489;1148355270;area_m2
490;2658897603;area_m2
491;2188498413;area_m2
492;5355734838;area_m2
493;3628658917;area_m2
494;4488093683;area_m2
495;1217915572;area_m2
496;2433053674;area_m2
497;3073640385;area_m2
498;2001652524;area_m2
499;1854823896;area_m2
500;1575356197;area_m2
501;2484498703;area_m2
502;3295346455;area_m2
503;5096666726;area_m2
504;3012052406;area_m2
505;2116673086;area_m2
506;1614014537;area_m2
507;2164400903;area_m2
508;3560675765;area_m2
509;1494032390;area_m2
510;4319820718;area_m2
511;3937544610;area_m2
512;3387274389;area_m2
513;3050033867;area_m2
514;1536763717;area_m2
515;4517390384;area_m2
516;1870918731;area_m2
517;2556919633;area_m2
518;2085142605;area_m2
519;1526680552;area_m2
520;2735086344;area_m2
521;4871057910;area_m2
522;1778179665;area_m2
523;2312944815;area_m2
524;1547706273;area_m2
525;3800656049;area_m2
526;3232766454;area_m2
527;3542014971;area_m2
528;2081816974;area_m2
529;3037599049;area_m2
530;2675428637;area_m2
531;1325577103;area_m2
532;3494011752;area_m2
533;6125021500;area_m2
534;2745140630;area_m2
535;3086239617;area_m2
536;2511724106;area_m2
537;3402239344;area_m2
538;3485269399;area_m2
539;2312636524;area_m2
540;2682280400;area_m2
541;3677986867;area_m2
542;2119552753;area_m2
543;6380095802;area_m2
544;3191346866;area_m2
545;2756009464;area_m2
546;5095389237;area_m2
547;2185126738;area_m2
548;1550651527;area_m2
549;5807472518;area_m2
550;1188432554;area_m2
551;2806960360;area_m2
552;1110201495;area_m2
553;7050640567;area_m2
554;9803413142;area_m2
555;5645196680;area_m2
556;7740711507;area_m2
557;4020957620;area_m2
558;5377779113;area_m2
559;8554521150;area_m2
560;4733044801;area_m2
561;3831178741;area_m2
562;8181753360;area_m2
563;2608468153;area_m2
564;11216111827;area_m2
565;4093971636;area_m2
566;1665095108;area_m2
567;9654652778;area_m2
568;3989812432;area_m2
569;2850659252;area_m2
570;4377196389;area_m2
571;4940469072;area_m2
572;1903090516;area_m2
573;1037867984;area_m2
574;3454474534;area_m2
575;1746948976;area_m2
576;1753147012;area_m2
577;1176293337;area_m2
578;2563161653;area_m2
579;2057759802;area_m2
580;2144743587;area_m2
581;1016683044;area_m2
582;1761948428;area_m2
583;1172366778;area_m2
584;15472810866;area_m2
585;1856833641;area_m2
586;1139102702;area_m2
587;2804480198;area_m2
588;1261127462;area_m2
589;1621524833;area_m2
590;1437412465;area_m2
591;1115495004;area_m2
592;1237763133;area_m2
593;1213976688;area_m2
594;1250492368;area_m2
595;1717150541;area_m2
596;1078299686;area_m2
597;13181303982;area_m2
598;1791921455;area_m2
599;1265136273;area_m2
600;1440690666;area_m2
601;1167904982;area_m2
602;1489884045;area_m2
603;2307949399;area_m2
604;1482848524;area_m2
605;1257615101;area_m2
606;5037292078;area_m2
607;2666389279;area_m2
608;2625156021;area_m2
609;3398665186;area_m2
610;2396108590;area_m2
611;2637019517;area_m2
612;3344524699;area_m2
613;5133686479;area_m2
614;2094665590;area_m2
615;1897361565;area_m2
616;5201144409;area_m2
617;3194996746;area_m2
618;3486010235;area_m2
619;3925360109;area_m2
620;2396148559;area_m2
621;1395381657;area_m2
622;25718695368;area_m2
623;37313371706;area_m2
624;21821854726;area_m2
625;18814089607;area_m2
626;27497873050;area_m2
627;5380524269;area_m2
628;4179663223;area_m2
629;48439306758;area_m2
630;15168910908;area_m2
631;2151887863;area_m2
632;15204764649;area_m2
633;9199399253;area_m2
634;7505093345;area_m2
635;9181238756;area_m2
636;14789920501;area_m2
637;18034627640;area_m2
638;14615329858;area_m2
639;62080947296;area_m2
640;24914118725;area_m2
641;12248547326;area_m2
642;15616643372;area_m2
643;18008457190;area_m2
644;19658702730;area_m2
645;9201003987;area_m2
646;21079305125;area_m2
647;24549126192;area_m2
648;13962047889;area_m2
649;23652054353;area_m2
650;24679790824;area_m2
651;18650607866;area_m2
652;34985148807;area_m2
653;18545127538;area_m2
654;17795904741;area_m2
655;29607316024;area_m2
656;11190903418;area_m2
657;7230107227;area_m2
658;5969263836;area_m2
659;2177534617;area_m2
660;6400033265;area_m2
661;5474391859;area_m2
662;6297376221;area_m2
663;4200994768;area_m2
664;2698678815;area_m2
665;5776620641;area_m2
666;10252368478;area_m2
667;5120831685;area_m2
668;2741085662;area_m2
669;6743974263;area_m2
670;3509580288;area_m2
671;3959817661;area_m2
672;2766968204;area_m2
673;2310331582;area_m2
674;2607977334;area_m2
675;5152829491;area_m2
676;4684234025;area_m2
677;7815398790;area_m2
678;7617694258;area_m2
679;8855907349;area_m2
680;4932376184;area_m2
681;7045280863;area_m2
682;4767011649;area_m2
683;5884763826;area_m2
684;3345539769;area_m2
685;7247490960;area_m2
686;5225584690;area_m2
687;8399381223;area_m2
688;5447597046;area_m2
689;5546154327;area_m2
690;5150996838;area_m2
691;4238366483;area_m2
692;8835693299;area_m2
693;6440392246;area_m2
694;7679311577;area_m2
695;6640134202;area_m2
696;5257857371;area_m2
697;3857761040;area_m2
698;3882771579;area_m2
699;1756308603;area_m2
700;6678354664;area_m2
701;5549379583;area_m2
702;6971892862;area_m2
703;5641231933;area_m2
704;4646360038;area_m2
705;3685764735;area_m2
706;4727059470;area_m2
707;5988434078;area_m2
708;5239530460;area_m2
709;5570347149;area_m2
710;6544324192;area_m2
711;6576303143;area_m2
712;5635431509;area_m2
713;6735421600;area_m2
714;6297363845;area_m2
715;4773816641;area_m2
716;4561567263;area_m2
717;55879246227;area_m2
718;83042458081;area_m2
719;14505091555;area_m2
720;12535285245;area_m2
721;7972096821;area_m2
722;143786065938;area_m2
723;173931776425;area_m2
724;83145781943;area_m2
725;13449403275;area_m2
726;50319336164;area_m2
727;35232941714;area_m2
728;30127063596;area_m2
729;27728865507;area_m2
730;52276614140;area_m2
731;101463440940;area_m2
732;91878688040;area_m2
733;102087010883;area_m2
734;46089460572;area_m2
735;113147472750;area_m2
736;27095960684;area_m2
737;109311459842;area_m2
738;2024821276;area_m2
739;361834546957;area_m2
740;73387614754;area_m2
741;106648131974;area_m2
742;1118028588;area_m2
743;24303435463;area_m2
744;34458196894;area_m2
745;67928976391;area_m2
746;37256795086;area_m2
747;43397533757;area_m2
748;24738865746;area_m2
749;25936417029;area_m2
750;29404265255;area_m2
751;60209501481;area_m2
752;35938166459;area_m2
753;29470164657;area_m2
754;39595749539;area_m2
755;23668209378;area_m2
756;75075706703;area_m2
757;25521365593;area_m2
758;18384938477;area_m2
759;145910816399;area_m2
760;55161439331;area_m2
761;84689811207;area_m2
762;44122856428;area_m2
763;2854337514;area_m2
764;23419269349;area_m2
765;120283846762;area_m2
766;41980778857;area_m2
767;312565095476;area_m2
768;120566060620;area_m2
769;53291522406;area_m2
770;66721111779;area_m2
771;8005534776;area_m2
772;1661293784;area_m2
773;2356389390;area_m2
774;2253604754;area_m2
775;3454725695;area_m2
776;3759118402;area_m2
777;3523361673;area_m2
778;2670207846;area_m2
779;2766268295;area_m2
780;3759142310;area_m2
781;2643456474;area_m2
782;2299656226;area_m2
783;6132630510;area_m2
784;3426946630;area_m2
785;3220649837;area_m2
786;4266286227;area_m2
787;3117782485;area_m2
788;4063026222;area_m2
789;4195743451;area_m2
790;3358503905;area_m2
791;1393349634;area_m2
792;2740938633;area_m2
793;2599397422;area_m2
794;2391367189;area_m2
795;3052714051;area_m2
796;2522171707;area_m2
797;6635371889;area_m2
798;8698521178;area_m2
799;6817854949;area_m2
800;2095281137;area_m2
801;4098830047;area_m2
802;4515004384;area_m2
803;9430072414;area_m2
804;6166802952;area_m2
805;12554770274;area_m2
806;7772262909;area_m2
807;104857861005;area_m2
808;58732788700;area_m2
809;54024598721;area_m2
810;30252398021;area_m2
811;22229272599;area_m2
812;29474187366;area_m2
813;22875189031;area_m2
814;19477758281;area_m2
815;7006338028;area_m2
816;6318436548;area_m2
817;6990891818;area_m2
818;11942296241;area_m2
819;11029120412;area_m2
820;3020472684;area_m2
821;11482197295;area_m2
822;5906300570;area_m2
823;3101034602;area_m2
824;7032864413;area_m2
825;11196289613;area_m2
826;9848142391;area_m2
827;9380049148;area_m2
828;5134716040;area_m2
829;7833338088;area_m2
830;6888877098;area_m2
831;5370235566;area_m2
832;10510752455;area_m2
833;10095135378;area_m2
834;19934237349;area_m2
835;1352228850;area_m2
836;7321199353;area_m2
837;5580260274;area_m2
838;4807965302;area_m2
839;6993907637;area_m2
840;9587903367;area_m2
841;3778022984;area_m2
842;5006375782;area_m2
843;6763786490;area_m2
844;5867170948;area_m2
845;9468529817;area_m2
846;6224786932;area_m2
847;13130630012;area_m2
848;2105412852;area_m2
849;3264365850;area_m2
850;2571518969;area_m2
851;4256731703;area_m2
852;4677032112;area_m2
853;10906656839;area_m2
854;14542443814;area_m2
855;12897934024;area_m2
856;7944569604;area_m2
857;12856800967;area_m2
858;21198717471;area_m2
859;15291995750;area_m2
860;15352159184;area_m2
861;8575342427;area_m2
862;25685967302;area_m2
863;5288459092;area_m2
864;13727466268;area_m2
865;7680563735;area_m2
866;3965383262;area_m2
867;9413021768;area_m2
868;28116793891;area_m2
869;12518515053;area_m2
870;6226730145;area_m2
871;12062417425;area_m2
872;40261472342;area_m2
873;8987913426;area_m2
874;6657055033;area_m2
875;17541527008;area_m2
876;8773000924;area_m2
877;12932523698;area_m2
878;11112838983;area_m2
879;7234856387;area_m2
880;7756555636;area_m2
881;5296589479;area_m2
882;13764633795;area_m2
883;6371912653;area_m2
884;4447817517;area_m2
885;11313823189;area_m2
886;7902610676;area_m2
887;14758453811;area_m2
888;4665131734;area_m2
889;14439544571;area_m2
890;7751394148;area_m2
891;23804605271;area_m2
892;11831354787;area_m2
893;9304049929;area_m2
894;8985902297;area_m2
895;8425814101;area_m2
896;2910669374;area_m2
897;7170890829;area_m2
898;15096716706;area_m2
899;4116687858;area_m2
900;3541443983;area_m2
901;6319029094;area_m2
902;31772034165;area_m2
903;19848302178;area_m2
904;20293335060;area_m2
905;29758604346;area_m2
906;28664715380;area_m2
907;12972719059;area_m2
908;8153200922;area_m2
909;13905370166;area_m2
910;33171523313;area_m2
911;26666572414;area_m2
912;21876684875;area_m2
913;23421534582;area_m2
914;31389286404;area_m2
915;26310190069;area_m2
916;26598986780;area_m2
917;26176764376;area_m2
918;27080597065;area_m2
919;23547409912;area_m2
920;28378833998;area_m2
921;20458033605;area_m2
922;13983818002;area_m2
923;31816251694;area_m2
924;21268262056;area_m2
925;24485372221;area_m2
926;1641966105;area_m2
